Rk,Gcar,Gtm,Date,Team,AWAY,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
16,16,21,2017-11-29,90015,0,94607,L 123-127 (OT),,12:43,2,3,0.667,0,0,,2,3,0.667,0.667,2,2,1.0,0,3,3,0,0,0,1,2,6,3.8,-4
17,17,22,2017-12-02,90015,1,80204,L 100-115,,22:30,3,4,0.75,3,4,0.75,0,0,,1.125,0,0,,1,2,3,2,2,1,0,1,9,12.4,6
18,18,23,2017-12-03,90015,0,77002,L 95-118,,15:05,0,3,0.0,0,2,0.0,0,1,0.0,0.0,0,0,,0,0,0,1,0,0,1,0,0,-2.4,-14
19,19,24,2017-12-07,90015,1,19148,W 107-104,,09:10,1,1,1.0,1,1,1.0,0,0,,1.5,1,2,0.5,0,3,3,0,0,0,0,0,4,4.2,-2
20,20,25,2017-12-09,90015,1,28202,W 110-99,,13:28,2,2,1.0,1,1,1.0,1,1,1.0,1.25,0,0,,0,2,2,0,0,0,1,0,5,4.0,0
21,21,26,2017-12-12,90015,1,10001,L 109-113 (OT),,10:28,0,0,,0,0,,0,0,,,0,0,,0,3,3,0,0,0,0,0,0,0.9,3
22,22,27,2017-12-14,90015,1,44115,L 112-121,*,32:45,4,11,0.364,1,4,0.25,3,7,0.429,0.409,2,2,1.0,1,9,10,2,1,1,1,2,11,9.6,-3
23,23,28,2017-12-18,90015,0,94607,L 114-116 (OT),,19:07,3,5,0.6,1,1,1.0,2,4,0.5,0.7,0,0,,1,1,2,0,0,0,0,4,7,4.1,0
24,24,29,2017-12-20,90015,1,77002,W 122-116,*,27:44,3,11,0.273,3,8,0.375,0,3,0.0,0.409,2,4,0.5,0,4,4,4,1,1,0,3,11,8.2,-24
25,25,30,2017-12-22,90015,1,94607,L 106-113,,16:21,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,0,,0,1,1,1,3,0,1,1,0,0.5,1
26,26,31,2017-12-23,90015,0,97227,L 92-95,*,34:28,5,11,0.455,1,3,0.333,4,8,0.5,0.5,0,0,,1,9,10,3,1,0,1,1,11,10.4,8
27,27,32,2017-12-25,90015,0,55403,L 104-121,*,38:52,5,13,0.385,2,8,0.25,3,5,0.6,0.462,0,0,,0,6,6,2,1,0,1,2,12,7.3,-8
28,28,33,2017-12-27,90015,0,38103,L 99-109,,29:58,3,5,0.6,1,2,0.5,2,3,0.667,0.7,2,2,1.0,4,4,8,2,0,0,0,4,9,10.5,-3
